Record_ID,Date,Year,Month,State,District,Wave,Variant,Population,Daily_Tests,Daily_Confirmed_Cases,Daily_Recoveries,Daily_Deaths,Active_Cases,Vaccination_Dose1,Vaccination_Dose2,Vaccination_Booster,Hospital_Beds_Occupied,ICU_Occupancy_Rate,Stringency_Index
REC004385,2021-02-01,2021,February,Odisha,Cuttack,Wave 1,Original,1605665,925,42,28,7,519,76005,27404,0,77,9.44,64.4
REC004386,2021-02-01,2021,February,Punjab,Amritsar,Wave 1,Original,1770051,905,44,39,8,555,83786,30210,0,83,9.75,65.5
REC004387,2021-02-01,2021,February,Uttar Pradesh,Lucknow,Wave 1,Original,4101568,1991,109,68,17,1356,194150,70003,0,202,12.58,61.8
REC004388,2021-02-01,2021,February,Uttar Pradesh,Varanasi,Wave 1,Original,522256,271,12,11,2,150,24721,8913,0,22,11.77,63.3
REC004389,2021-02-01,2021,February,West Bengal,Howrah,Wave 1,Original,478846,222,9,8,2,148,22666,8172,0,22,11.88,64.9
REC004390,2021-02-01,2021,February,West Bengal,Kolkata,Wave 1,Original,8480123,4380,203,176,32,2704,401412,144733,0,404,11.52,64.1
REC004391,2021-02-01,2021,February,West Bengal,Siliguri,Wave 1,Original,1738076,788,36,30,8,539,82273,29664,0,80,11.82,67.3
REC004392,2021-02-02,2021,February,Bihar,Bhagalpur,Wave 1,Original,1635660,940,46,25,7,511,78481,28259,0,76,11.0,65.8
REC004393,2021-02-02,2021,February,Delhi,West Delhi,Wave 1,Original,1347662,761,41,23,5,444,64662,23283,0,66,10.94,67.6
REC004394,2021-02-02,2021,February,Gujarat,Rajkot,Wave 1,Original,1536995,695,38,31,6,465,73746,26555,0,69,12.07,67.2
REC004395,2021-02-02,2021,February,Karnataka,Belagavi,Wave 1,Original,1300633,720,30,29,5,419,62406,22471,0,62,11.41,62.5
REC004396,2021-02-02,2021,February,Madhya Pradesh,Gwalior,Wave 1,Original,2141517,1083,58,38,7,705,102752,36999,0,105,11.02,63.3
REC004397,2021-02-02,2021,February,Madhya Pradesh,Ujjain,Wave 1,Original,1139530,546,24,18,4,361,54676,19688,0,53,11.68,61.5
REC004398,2021-02-02,2021,February,Odisha,Puri,Wave 1,Original,1898820,1009,50,42,7,616,91107,32806,0,92,11.34,64.4
REC004399,2021-02-02,2021,February,Odisha,Sambalpur,Wave 1,Original,689238,305,15,11,3,211,33070,11908,0,31,10.2,60.5
REC004400,2021-02-02,2021,February,Tamil Nadu,Coimbatore,Wave 1,Original,1558957,890,49,28,7,545,74800,26934,0,81,9.46,67.2
REC004401,2021-02-02,2021,February,Uttar Pradesh,Agra,Wave 1,Original,2147256,1144,47,44,9,704,103028,37098,0,105,9.44,64.6
REC004402,2021-02-02,2021,February,Uttar Pradesh,Kanpur,Wave 1,Original,1038146,559,24,25,4,331,49811,17936,0,49,12.31,63.2
REC004403,2021-02-02,2021,February,West Bengal,Howrah,Wave 1,Original,478846,233,9,11,2,144,22975,8273,0,21,11.92,69.7
REC004404,2021-02-03,2021,February,Bihar,Purnia,Wave 1,Original,808436,355,16,16,3,228,39318,14139,0,34,11.54,66.6
REC004405,2021-02-03,2021,February,Delhi,Central Delhi,Wave 1,Original,2156120,1040,53,44,9,671,104863,37710,0,100,11.1,63.2
REC004406,2021-02-03,2021,February,Gujarat,Ahmedabad,Wave 1,Original,11724621,5697,255,204,39,3633,570228,205060,0,542,12.18,64.2
REC004407,2021-02-03,2021,February,Gujarat,Jamnagar,Wave 1,Original,1764557,948,46,30,6,561,85819,30861,0,83,10.5,65.9
REC004408,2021-02-03,2021,February,Gujarat,Surat,Wave 1,Original,11448680,5567,242,274,51,3685,556808,200234,0,550,10.03,64.7
REC004409,2021-02-03,2021,February,Haryana,Gurugram,Wave 1,Original,4716607,2320,99,98,19,1526,229392,82492,0,228,10.95,69.8
REC004410,2021-02-03,2021,February,Kerala,Kollam,Wave 1,Original,1998201,919,40,33,9,640,97182,34948,0,95,11.55,63.3
REC004411,2021-02-03,2021,February,Odisha,Puri,Wave 1,Original,1898820,824,42,31,7,620,92349,33209,0,92,10.86,64.3
REC004412,2021-02-03,2021,February,Punjab,Mohali,Wave 1,Original,630604,288,12,10,3,197,30669,11029,0,29,11.64,63.2
REC004413,2021-02-03,2021,February,Punjab,Patiala,Wave 1,Original,1814915,1043,52,34,8,588,88268,31742,0,87,10.02,66.9
REC004414,2021-02-03,2021,February,Uttar Pradesh,Agra,Wave 1,Original,2147256,1024,49,47,7,699,104432,37555,0,104,11.11,67.3
REC004415,2021-02-03,2021,February,West Bengal,Howrah,Wave 1,Original,478846,231,12,8,2,146,23288,8374,0,21,11.64,63.4
REC004416,2021-02-04,2021,February,Assam,Tezpur,Wave 1,Original,1782119,836,37,31,8,589,87853,31552,0,87,12.55,63.6
REC004417,2021-02-04,2021,February,Gujarat,Jamnagar,Wave 1,Original,1764557,785,43,31,7,566,86988,31241,0,84,10.11,64.3
REC004418,2021-02-04,2021,February,Madhya Pradesh,Sagar,Wave 1,Original,986485,561,23,16,4,313,48631,17465,0,46,11.03,68.1
REC004419,2021-02-04,2021,February,Odisha,Cuttack,Wave 1,Original,1605665,893,39,29,8,523,79155,28427,0,78,11.14,69.2
REC004420,2021-02-04,2021,February,Punjab,Mohali,Wave 1,Original,630604,339,17,11,2,201,31087,11164,0,30,10.67,73.2
REC004421,2021-02-04,2021,February,Rajasthan,Ajmer,Wave 1,Original,1055030,605,27,21,5,348,52010,18679,0,51,11.78,61.9
REC004422,2021-02-04,2021,February,Rajasthan,Jaipur,Wave 1,Original,4033757,2179,119,91,16,1297,198853,71416,0,193,10.94,64.8
REC004423,2021-02-04,2021,February,Uttar Pradesh,Kanpur,Wave 1,Original,1038146,452,19,18,4,321,51177,18380,0,47,12.12,62.8
REC004424,2021-02-04,2021,February,Uttar Pradesh,Varanasi,Wave 1,Original,522256,299,14,9,2,147,25745,9246,0,21,10.36,65.4
REC004425,2021-02-04,2021,February,West Bengal,Asansol,Wave 1,Original,677721,351,18,12,3,217,33409,11998,0,32,12.36,65.7
REC004426,2021-02-04,2021,February,West Bengal,Durgapur,Wave 1,Original,1383825,721,38,32,6,429,68219,24500,0,64,11.61,63.9
REC004427,2021-02-05,2021,February,Assam,Guwahati,Wave 1,Original,3889292,1947,90,93,15,1282,194340,69705,0,191,9.82,64.1
REC004428,2021-02-05,2021,February,Assam,Jorhat,Wave 1,Original,962259,442,24,22,4,302,48082,17245,0,45,10.93,61.6
REC004429,2021-02-05,2021,February,Delhi,Central Delhi,Wave 1,Original,2156120,969,46,41,10,663,107737,38642,0,99,11.83,64.8
REC004430,2021-02-05,2021,February,Delhi,South Delhi,Wave 1,Original,762645,423,17,13,3,240,38108,13668,0,35,12.14,63.9
REC004431,2021-02-05,2021,February,Haryana,Karnal,Wave 1,Original,741048,358,16,16,3,227,37028,13281,0,33,12.53,65.9
REC004432,2021-02-05,2021,February,Madhya Pradesh,Indore,Wave 1,Original,1740571,876,39,44,9,595,86973,31195,0,88,11.98,67.8
REC004433,2021-02-05,2021,February,Madhya Pradesh,Sagar,Wave 1,Original,986485,431,18,23,4,304,49292,17680,0,45,11.87,60.8
REC004434,2021-02-05,2021,February,Madhya Pradesh,Ujjain,Wave 1,Original,1139530,518,22,19,4,366,56940,20423,0,54,10.75,66.5
REC004435,2021-02-05,2021,February,Maharashtra,Nagpur,Wave 1,Original,1578228,811,44,29,7,521,78861,28285,0,77,11.63,62.7
REC004436,2021-02-05,2021,February,Maharashtra,Nashik,Wave 1,Original,1189981,520,22,22,5,369,59461,21327,0,55,9.41,64.9
REC004437,2021-02-05,2021,February,Maharashtra,Pune,Wave 1,Original,10965604,5284,274,246,49,3404,547931,196529,0,508,10.09,65.3
REC004438,2021-02-05,2021,February,Tamil Nadu,Coimbatore,Wave 1,Original,1558957,673,31,31,6,531,77898,27940,0,79,10.08,69.7
REC004439,2021-02-05,2021,February,Uttar Pradesh,Lucknow,Wave 1,Original,4101568,1889,104,98,15,1327,204947,73509,0,198,12.12,64.3
REC004440,2021-02-05,2021,February,West Bengal,Kolkata,Wave 1,Original,8480123,4022,175,170,29,2720,423736,151983,0,406,10.52,60.6
REC004441,2021-02-06,2021,February,Bihar,Patna,Wave 1,Original,3388821,1634,82,60,12,1157,171635,61481,0,172,11.52,62.6
REC004442,2021-02-06,2021,February,Gujarat,Ahmedabad,Wave 1,Original,11724621,6114,313,223,50,3596,593823,212714,0,536,11.13,66.6
REC004443,2021-02-06,2021,February,Kerala,Kollam,Wave 1,Original,1998201,1030,42,45,8,623,101204,36252,0,93,10.26,62.3
REC004444,2021-02-06,2021,February,Kerala,Thrissur,Wave 1,Original,1398252,651,35,27,7,453,70818,25367,0,67,11.15,65.1
REC004445,2021-02-06,2021,February,Maharashtra,Nagpur,Wave 1,Original,1578228,807,39,30,6,524,79933,28633,0,78,12.38,63.9
REC004446,2021-02-06,2021,February,Punjab,Jalandhar,Wave 1,Original,1691459,804,39,31,6,540,85668,30687,0,80,11.01,62.7
REC004447,2021-02-06,2021,February,Punjab,Ludhiana,Wave 1,Original,4207257,1968,95,87,19,1324,213087,76330,0,197,9.47,66.8
REC004448,2021-02-06,2021,February,Punjab,Mohali,Wave 1,Original,630604,275,13,14,3,197,31938,11440,0,29,12.42,60.7
REC004449,2021-02-06,2021,February,Punjab,Patiala,Wave 1,Original,1814915,1025,49,44,9,601,91921,32927,0,89,11.12,66.0
REC004450,2021-02-06,2021,February,Tamil Nadu,Trichy,Wave 1,Original,1880970,1028,43,39,7,568,95266,34125,0,84,10.61,55.3
REC004451,2021-02-06,2021,February,Telangana,Nizamabad,Wave 1,Original,1915045,1087,52,32,7,597,96992,34743,0,89,10.59,64.3
REC004452,2021-02-06,2021,February,Uttar Pradesh,Prayagraj,Wave 1,Original,2007618,1101,54,39,8,626,101680,36423,0,93,11.23,62.6
REC004453,2021-02-07,2021,February,Assam,Jorhat,Wave 1,Original,962259,514,23,15,3,304,49398,17672,0,45,10.12,70.4
REC004454,2021-02-07,2021,February,Bihar,Bhagalpur,Wave 1,Original,1635660,877,39,31,7,521,83967,30039,0,77,12.28,65.9
REC004455,2021-02-07,2021,February,Delhi,West Delhi,Wave 1,Original,1347662,742,30,23,6,428,69183,24750,0,63,11.43,57.4
REC004456,2021-02-07,2021,February,Haryana,Hisar,Wave 1,Original,1245200,598,29,21,5,400,63923,22868,0,59,10.22,66.1
REC004457,2021-02-07,2021,February,Karnataka,Hubballi,Wave 1,Original,728589,395,16,16,3,219,37402,13380,0,32,9.84,62.5
REC004458,2021-02-07,2021,February,Kerala,Kannur,Wave 1,Original,514871,256,12,11,2,160,26431,9455,0,23,9.54,64.4
REC004459,2021-02-07,2021,February,Madhya Pradesh,Gwalior,Wave 1,Original,2141517,1044,49,35,8,694,109936,39329,0,103,10.62,65.7
REC004460,2021-02-07,2021,February,Madhya Pradesh,Jabalpur,Wave 1,Original,1059956,573,23,23,5,339,54413,19466,0,50,11.32,65.8
REC004461,2021-02-07,2021,February,Madhya Pradesh,Sagar,Wave 1,Original,986485,520,26,15,3,307,50641,18117,0,45,10.88,63.1
REC004462,2021-02-07,2021,February,Odisha,Berhampur,Wave 1,Original,1186873,643,35,23,5,369,60928,21797,0,55,10.54,66.7
REC004463,2021-02-07,2021,February,Odisha,Sambalpur,Wave 1,Original,689238,330,17,16,3,209,35382,12658,0,31,11.9,61.6
REC004464,2021-02-07,2021,February,Punjab,Amritsar,Wave 1,Original,1770051,793,41,37,7,553,90866,32507,0,82,10.24,64.1
REC004465,2021-02-07,2021,February,Tamil Nadu,Chennai,Wave 1,Original,11034107,6025,259,239,36,3481,566443,202645,0,519,10.41,64.8
REC004466,2021-02-07,2021,February,Uttar Pradesh,Kanpur,Wave 1,Original,1038146,553,26,20,4,330,53293,19065,0,49,9.77,62.3
REC004467,2021-02-07,2021,February,West Bengal,Kolkata,Wave 1,Original,8480123,3926,180,143,40,2709,435332,155740,0,404,10.03,66.7
REC004468,2021-02-08,2021,February,Bihar,Darbhanga,Wave 1,Original,994353,560,25,18,4,311,51738,18485,0,46,11.57,59.1
REC004469,2021-02-08,2021,February,Gujarat,Ahmedabad,Wave 1,Original,11724621,6740,353,217,55,3722,610061,217970,0,555,11.6,61.4
REC004470,2021-02-08,2021,February,Haryana,Gurugram,Wave 1,Original,4716607,2556,115,79,18,1589,245416,87685,0,237,12.36,61.3
REC004471,2021-02-08,2021,February,Karnataka,Hubballi,Wave 1,Original,728589,324,14,12,3,218,37910,13545,0,32,10.78,65.1
REC004472,2021-02-08,2021,February,Punjab,Ludhiana,Wave 1,Original,4207257,2049,104,99,14,1352,218914,78216,0,201,11.69,69.1
REC004473,2021-02-08,2021,February,Rajasthan,Ajmer,Wave 1,Original,1055030,504,22,25,4,347,54895,19613,0,51,12.44,65.5
REC004474,2021-02-08,2021,February,Uttar Pradesh,Lucknow,Wave 1,Original,4101568,1810,99,91,16,1329,213414,76251,0,198,9.3,63.3
REC004475,2021-02-08,2021,February,West Bengal,Kolkata,Wave 1,Original,8480123,4647,205,161,40,2713,441242,157652,0,404,9.85,67.6
REC004476,2021-02-09,2021,February,Assam,Nagaon,Wave 1,Original,1898067,884,48,31,8,618,100100,35719,0,92,10.08,64.9
REC004477,2021-02-09,2021,February,Delhi,West Delhi,Wave 1,Original,1347662,729,33,30,4,420,71073,25361,0,62,12.24,63.7
REC004478,2021-02-09,2021,February,Kerala,Kochi,Wave 1,Original,809029,385,17,12,3,244,42666,15225,0,36,9.75,64.5
REC004479,2021-02-09,2021,February,Maharashtra,Pune,Wave 1,Original,10965604,4943,210,228,49,3423,578306,206362,0,510,10.98,65.0
REC004480,2021-02-09,2021,February,Maharashtra,Thane,Wave 1,Original,1179427,536,25,24,5,408,62200,22195,0,60,9.37,65.8
REC004481,2021-02-09,2021,February,Punjab,Amritsar,Wave 1,Original,1770051,1028,54,30,8,567,93349,33310,0,84,12.14,64.0
REC004482,2021-02-09,2021,February,Uttar Pradesh,Agra,Wave 1,Original,2147256,932,46,44,9,698,113242,40409,0,104,10.57,65.7
REC004483,2021-02-09,2021,February,Uttar Pradesh,Meerut,Wave 1,Original,1202237,551,26,24,5,375,63403,22624,0,55,12.27,64.7
REC004484,2021-02-09,2021,February,West Bengal,Bardhaman,Wave 1,Original,1629488,765,31,38,7,499,85936,30665,0,74,11.13,67.2
REC004485,2021-02-10,2021,February,Assam,Silchar,Wave 1,Original,575007,298,16,13,2,176,30735,10953,0,26,10.04,66.4
REC004486,2021-02-10,2021,February,Assam,Tezpur,Wave 1,Original,1782119,963,41,39,7,594,95259,33949,0,88,10.72,62.6
REC004487,2021-02-10,2021,February,Gujarat,Bhavnagar,Wave 1,Original,697412,350,19,15,3,212,37278,13285,0,31,10.7,61.3
REC004488,2021-02-10,2021,February,Karnataka,Mangaluru,Wave 1,Original,1067436,495,24,21,3,325,57057,20334,0,48,10.84,61.0
REC004489,2021-02-10,2021,February,Kerala,Kannur,Wave 1,Original,514871,259,10,10,2,156,27521,9808,0,23,11.1,69.9
REC004490,2021-02-10,2021,February,Kerala,Kozhikode,Wave 1,Original,565844,320,17,9,2,178,30246,10779,0,26,10.14,61.2
REC004491,2021-02-10,2021,February,Maharashtra,Thane,Wave 1,Original,1179427,552,27,25,5,405,63043,22468,0,60,11.2,62.8
REC004492,2021-02-10,2021,February,Punjab,Bathinda,Wave 1,Original,1323807,608,31,25,6,416,70761,25218,0,62,9.34,67.4
REC004493,2021-02-10,2021,February,Punjab,Jalandhar,Wave 1,Original,1691459,879,43,28,8,549,90413,32222,0,81,12.21,63.3
REC004494,2021-02-10,2021,February,Telangana,Nizamabad,Wave 1,Original,1915045,958,44,32,7,587,102364,36481,0,87,12.11,64.5
REC004495,2021-02-10,2021,February,Uttar Pradesh,Agra,Wave 1,Original,2147256,1147,58,49,7,700,114777,40905,0,104,11.21,63.9
REC004496,2021-02-11,2021,February,Assam,Dibrugarh,Wave 1,Original,1660477,748,31,29,6,528,89959,32020,0,78,11.67,64.5
REC004497,2021-02-11,2021,February,Delhi,East Delhi,Wave 1,Original,569519,310,15,12,2,185,30854,10982,0,27,11.7,63.0
REC004498,2021-02-11,2021,February,Delhi,South Delhi,Wave 1,Original,762645,368,16,17,3,234,41317,14706,0,34,11.03,67.5
REC004499,2021-02-11,2021,February,Gujarat,Ahmedabad,Wave 1,Original,11724621,5614,246,238,45,3690,635202,226094,0,549,9.88,63.2
REC004500,2021-02-11,2021,February,Gujarat,Surat,Wave 1,Original,11448680,5712,301,203,42,3650,620252,220772,0,544,11.63,65.6
REC004501,2021-02-11,2021,February,Karnataka,Hubballi,Wave 1,Original,728589,394,18,13,2,226,39472,14049,0,33,10.77,64.0
REC004502,2021-02-11,2021,February,Madhya Pradesh,Ujjain,Wave 1,Original,1139530,586,24,26,4,365,61736,21974,0,54,10.22,62.0
REC004503,2021-02-11,2021,February,Maharashtra,Nagpur,Wave 1,Original,1578228,812,42,37,6,542,85503,30434,0,80,12.43,59.2
REC004504,2021-02-11,2021,February,Maharashtra,Pune,Wave 1,Original,10965604,5583,287,242,47,3429,594080,211457,0,511,9.47,63.9
REC004505,2021-02-11,2021,February,Punjab,Amritsar,Wave 1,Original,1770051,866,42,30,8,573,95895,34133,0,85,12.39,65.8
REC004506,2021-02-11,2021,February,Punjab,Bathinda,Wave 1,Original,1323807,590,29,22,6,417,71719,25527,0,62,10.67,62.9
REC004507,2021-02-11,2021,February,Rajasthan,Bikaner,Wave 1,Original,1240097,590,25,28,4,409,67184,23913,0,60,10.22,67.1
REC004508,2021-02-11,2021,February,Rajasthan,Kota,Wave 1,Original,750349,380,17,13,3,240,40651,14469,0,35,12.23,58.4
REC004509,2021-02-11,2021,February,Tamil Nadu,Tirunelveli,Wave 1,Original,1198145,660,28,24,5,391,64911,23104,0,58,10.42,60.0
REC004510,2021-02-11,2021,February,West Bengal,Bardhaman,Wave 1,Original,1629488,840,41,33,6,500,88280,31422,0,74,10.22,62.4
REC004511,2021-02-11,2021,February,West Bengal,Siliguri,Wave 1,Original,1738076,868,41,28,6,565,94163,33516,0,84,10.22,65.7
REC004512,2021-02-12,2021,February,Assam,Tezpur,Wave 1,Original,1782119,967,49,39,6,591,97855,34787,0,88,10.64,59.8
REC004513,2021-02-12,2021,February,Bihar,Bhagalpur,Wave 1,Original,1635660,909,43,29,8,528,89813,31928,0,78,10.1,61.8
REC004514,2021-02-12,2021,February,Karnataka,Mysuru,Wave 1,Original,1210694,649,30,26,5,383,66478,23632,0,57,11.59,63.9
REC004515,2021-02-12,2021,February,Kerala,Kozhikode,Wave 1,Original,565844,245,13,10,2,176,31070,11045,0,26,9.95,65.3
REC004516,2021-02-12,2021,February,Maharashtra,Aurangabad,Wave 1,Original,1945476,861,43,34,8,607,106825,37976,0,90,12.38,64.9
REC004517,2021-02-12,2021,February,Maharashtra,Thane,Wave 1,Original,1179427,588,25,21,6,402,64762,23022,0,59,12.24,68.8
REC004518,2021-02-12,2021,February,Odisha,Bhubaneswar,Wave 1,Original,3693499,1643,75,66,18,1206,202809,72097,0,179,10.47,64.4
REC004519,2021-02-12,2021,February,Punjab,Patiala,Wave 1,Original,1814915,1005,44,40,9,588,99656,35427,0,87,10.11,59.4
REC004520,2021-02-12,2021,February,Rajasthan,Kota,Wave 1,Original,750349,369,18,16,3,239,41201,14646,0,35,10.03,61.6
REC004521,2021-02-12,2021,February,Tamil Nadu,Chennai,Wave 1,Original,11034107,4807,244,223,44,3417,605880,215387,0,509,11.07,59.7
REC004522,2021-02-12,2021,February,Tamil Nadu,Trichy,Wave 1,Original,1880970,1032,53,33,7,587,103283,36716,0,87,11.95,68.4
REC004523,2021-02-12,2021,February,Telangana,Hyderabad,Wave 1,Original,7916950,3980,208,166,32,2650,434717,154540,0,394,10.82,61.6
REC004524,2021-02-12,2021,February,Telangana,Warangal,Wave 1,Original,1848575,901,42,37,7,580,101504,36084,0,86,9.79,64.9
REC004525,2021-02-12,2021,February,Uttar Pradesh,Lucknow,Wave 1,Original,4101568,2318,119,93,19,1304,225216,80063,0,194,10.8,65.2
REC004526,2021-02-12,2021,February,West Bengal,Asansol,Wave 1,Original,677721,343,18,13,3,209,37213,13229,0,31,11.21,64.0
REC004527,2021-02-12,2021,February,West Bengal,Kolkata,Wave 1,Original,8480123,4083,171,154,29,2717,465641,165533,0,404,9.84,67.5
REC004528,2021-02-13,2021,February,Assam,Guwahati,Wave 1,Original,3889292,1826,90,81,19,1282,216446,76850,0,190,9.6,63.2
REC004529,2021-02-13,2021,February,Bihar,Bhagalpur,Wave 1,Original,1635660,897,45,36,6,531,91027,32319,0,79,9.97,64.4
REC004530,2021-02-13,2021,February,Delhi,West Delhi,Wave 1,Original,1347662,788,32,23,5,425,75000,26629,0,63,12.33,62.9
REC004531,2021-02-13,2021,February,Gujarat,Ahmedabad,Wave 1,Original,11724621,6755,285,275,48,3689,652498,231672,0,549,12.48,63.7
REC004532,2021-02-13,2021,February,Gujarat,Bhavnagar,Wave 1,Original,697412,351,14,12,2,205,38812,13780,0,30,11.19,62.0
REC004533,2021-02-13,2021,February,Karnataka,Bengaluru Urban,Wave 1,Original,11557734,6230,285,192,40,3747,643211,228375,0,558,11.03,61.1
REC004534,2021-02-13,2021,February,Kerala,Kochi,Wave 1,Original,809029,360,15,17,3,239,45024,15986,0,35,9.27,65.1
REC004535,2021-02-13,2021,February,Madhya Pradesh,Bhopal,Wave 1,Original,4767583,2639,139,96,19,1632,265325,94205,0,243,10.8,66.9
REC004536,2021-02-13,2021,February,Madhya Pradesh,Gwalior,Wave 1,Original,2141517,929,46,50,10,674,119179,42315,0,100,12.44,59.8
REC004537,2021-02-13,2021,February,Maharashtra,Pune,Wave 1,Original,10965604,5246,229,203,40,3371,610257,216674,0,502,11.54,60.8
REC004538,2021-02-13,2021,February,Tamil Nadu,Trichy,Wave 1,Original,1880970,857,45,36,7,589,104679,37167,0,87,10.35,60.1
REC004539,2021-02-13,2021,February,Telangana,Karimnagar,Wave 1,Original,1097461,532,28,20,4,369,61075,21685,0,54,10.24,64.4
REC004540,2021-02-13,2021,February,Uttar Pradesh,Agra,Wave 1,Original,2147256,1043,54,37,9,715,119499,42428,0,106,9.66,63.0
REC004541,2021-02-14,2021,February,Assam,Jorhat,Wave 1,Original,962259,514,22,22,4,302,54274,19246,0,44,10.74,57.5
REC004542,2021-02-14,2021,February,Bihar,Purnia,Wave 1,Original,808436,365,19,13,3,247,45598,16170,0,36,12.14,63.7
REC004543,2021-02-14,2021,February,Gujarat,Bhavnagar,Wave 1,Original,697412,353,14,15,3,201,39336,13949,0,29,10.86,60.4
REC004544,2021-02-14,2021,February,Haryana,Panipat,Wave 1,Original,537417,271,12,11,2,166,30312,10749,0,24,10.36,63.0
REC004545,2021-02-14,2021,February,Karnataka,Hubballi,Wave 1,Original,728589,323,14,15,3,218,41095,14573,0,32,10.09,64.6
REC004546,2021-02-14,2021,February,Karnataka,Mysuru,Wave 1,Original,1210694,704,37,20,4,396,68287,24215,0,58,10.38,62.7
REC004547,2021-02-14,2021,February,Kerala,Kollam,Wave 1,Original,1998201,898,39,34,8,626,112705,39967,0,93,11.36,60.8
REC004548,2021-02-14,2021,February,Kerala,Thiruvananthapuram,Wave 1,Original,3351378,1523,83,67,15,1094,189029,67033,0,162,9.8,63.8
REC004549,2021-02-14,2021,February,Madhya Pradesh,Sagar,Wave 1,Original,986485,473,21,23,4,312,55641,19731,0,46,9.67,65.8
REC004550,2021-02-14,2021,February,Maharashtra,Nagpur,Wave 1,Original,1578228,703,30,29,6,547,89017,31567,0,81,12.45,58.4
REC004551,2021-02-14,2021,February,Maharashtra,Thane,Wave 1,Original,1179427,676,33,21,6,401,66523,23590,0,59,12.21,62.9
REC004552,2021-02-14,2021,February,Punjab,Ludhiana,Wave 1,Original,4207257,2314,100,72,20,1350,237304,84152,0,201,10.85,62.3
REC004553,2021-02-14,2021,February,Rajasthan,Jodhpur,Wave 1,Original,1801090,800,44,30,7,592,101588,36024,0,88,9.48,58.8
REC004554,2021-02-14,2021,February,Tamil Nadu,Coimbatore,Wave 1,Original,1558957,701,30,29,7,486,87930,31181,0,72,11.79,64.6
REC004555,2021-02-14,2021,February,Telangana,Hyderabad,Wave 1,Original,7916950,3466,175,149,35,2612,446544,158352,0,388,11.21,64.5
REC004556,2021-02-14,2021,February,Telangana,Nizamabad,Wave 1,Original,1915045,836,42,31,8,591,108015,38304,0,88,10.91,69.2
REC004557,2021-02-14,2021,February,Telangana,Ramagundam,Wave 1,Original,918990,479,24,16,3,295,51834,18381,0,43,10.28,65.3
REC004558,2021-02-14,2021,February,Uttar Pradesh,Varanasi,Wave 1,Original,522256,277,14,11,2,150,29457,10445,0,22,12.09,66.2
REC004559,2021-02-14,2021,February,West Bengal,Howrah,Wave 1,Original,478846,219,9,8,2,146,27008,9577,0,21,11.89,56.7
REC004560,2021-02-15,2021,February,Assam,Jorhat,Wave 1,Original,962259,505,21,20,4,299,55007,19482,0,44,10.9,63.8
REC004561,2021-02-15,2021,February,Assam,Tezpur,Wave 1,Original,1782119,780,36,35,6,590,101874,36082,0,87,11.55,65.7
REC004562,2021-02-15,2021,February,Bihar,Darbhanga,Wave 1,Original,994353,462,19,21,4,305,56841,20132,0,45,11.97,61.5
REC004563,2021-02-15,2021,February,Delhi,East Delhi,Wave 1,Original,569519,253,13,11,2,185,32556,11530,0,27,12.28,64.9
REC004564,2021-02-15,2021,February,Gujarat,Vadodara,Wave 1,Original,898167,457,21,16,4,281,51343,18184,0,41,9.84,61.7
REC004565,2021-02-15,2021,February,Kerala,Thrissur,Wave 1,Original,1398252,669,27,29,7,426,79930,28310,0,63,12.4,64.0
REC004566,2021-02-15,2021,February,Madhya Pradesh,Bhopal,Wave 1,Original,4767583,2185,94,83,20,1588,272537,96528,0,236,11.57,63.3
REC004567,2021-02-15,2021,February,Maharashtra,Mumbai,Wave 1,Original,4803258,2412,107,95,19,1560,274577,97250,0,232,12.13,64.1
REC004568,2021-02-15,2021,February,Rajasthan,Ajmer,Wave 1,Original,1055030,471,19,22,5,336,60310,21360,0,50,11.87,66.5
REC004569,2021-02-15,2021,February,Uttar Pradesh,Kanpur,Wave 1,Original,1038146,580,23,24,4,324,59345,21019,0,48,10.31,65.0
REC004570,2021-02-16,2021,February,Assam,Dibrugarh,Wave 1,Original,1660477,969,50,32,7,529,96200,34031,0,78,11.36,62.7
REC004571,2021-02-16,2021,February,Bihar,Bhagalpur,Wave 1,Original,1635660,846,43,30,6,536,94762,33522,0,79,10.78,64.3
REC004572,2021-02-16,2021,February,Bihar,Gaya,Wave 1,Original,633858,300,13,12,3,186,36722,12990,0,27,11.63,65.6
REC004573,2021-02-16,2021,February,Delhi,Central Delhi,Wave 1,Original,2156120,975,45,36,7,689,124915,44189,0,102,9.93,62.4
REC004574,2021-02-16,2021,February,Gujarat,Surat,Wave 1,Original,11448680,6614,338,224,44,3894,663284,234637,0,579,11.92,66.8
REC004575,2021-02-16,2021,February,Haryana,Gurugram,Wave 1,Original,4716607,2738,117,98,17,1533,273258,96665,0,228,10.66,65.3
REC004576,2021-02-16,2021,February,Karnataka,Mangaluru,Wave 1,Original,1067436,524,27,19,4,325,61842,21876,0,48,11.16,58.8
REC004577,2021-02-16,2021,February,Karnataka,Mysuru,Wave 1,Original,1210694,539,26,24,4,388,70142,24812,0,57,10.65,58.2
REC004578,2021-02-16,2021,February,Kerala,Kochi,Wave 1,Original,809029,467,19,15,3,240,46871,16580,0,35,10.96,63.9
REC004579,2021-02-16,2021,February,Kerala,Kollam,Wave 1,Original,1998201,906,42,39,7,631,115766,40952,0,93,9.74,68.6
REC004580,2021-02-16,2021,February,Kerala,Kozhikode,Wave 1,Original,565844,312,15,10,2,185,32782,11596,0,27,11.5,67.7
